hr_deviation,sleep_hours,activity_minutes,label
1.043,8.15,48.2,LOW
1.0,8.58,39.5,LOW
1.074,7.01,56.4,MODERATE
1.045,6.11,58.4,MODERATE
1.088,6.83,56.1,MODERATE
1.068,6.26,35.2,MODERATE
1.036,8.23,57.0,LOW
1.118,4.12,76.6,HIGH
1.055,7.43,60.7,MODERATE
1.057,7.06,58.2,MODERATE
0.989,7.1,56.5,LOW
1.113,4.29,49.7,HIGH
1.043,8.46,46.8,LOW
1.038,6.95,74.5,MODERATE
1.003,7.96,34.8,LOW
1.017,8.87,21.8,LOW
1.238,5.83,49.8,HIGH
0.986,8.4,47.9,LOW
0.959,8.85,40.4,LOW
1.033,8.26,54.8,LOW
1.147,4.05,70.1,HIGH
1.092,7.16,66.7,MODERATE
0.96,8.2,25.7,LOW
1.11,6.5,36.3,MODERATE
1.219,6.45,42.0,HIGH
1.191,5.38,85.7,HIGH
1.064,7.45,73.8,MODERATE
1.244,6.45,88.8,HIGH
1.036,8.72,55.8,LOW
1.199,5.41,52.0,HIGH
1.007,8.41,28.7,LOW
1.198,6.22,68.9,HIGH
1.124,4.74,68.9,HIGH
1.077,7.29,41.8,MODERATE
1.066,7.83,55.4,LOW
1.191,4.07,72.6,HIGH
0.98,7.71,21.2,LOW
1.067,8.76,20.4,LOW
1.143,4.81,44.4,HIGH
1.106,7.22,73.8,MODERATE
1.089,6.24,56.6,HIGH
1.165,5.24,79.9,HIGH
1.163,5.59,46.9,HIGH
1.024,7.41,55.2,LOW
1.102,7.06,38.1,MODERATE
0.996,8.7,55.5,LOW
1.0,8.07,36.9,LOW
1.032,7.62,43.2,LOW
1.053,7.4,70.6,MODERATE
1.234,6.5,83.0,HIGH
1.151,4.88,55.3,HIGH
1.162,4.28,87.7,HIGH
1.15,4.07,54.0,HIGH
1.15,4.26,63.3,HIGH
1.114,6.36,42.3,MODERATE
1.184,4.94,64.3,HIGH
1.058,7.73,52.7,LOW
1.113,7.1,59.5,MODERATE
1.045,7.28,43.2,MODERATE
1.082,7.16,51.2,MODERATE
1.098,7.04,42.1,MODERATE
1.173,5.07,42.9,HIGH
1.115,5.62,68.4,HIGH
0.98,7.9,45.3,LOW
1.157,6.15,49.3,HIGH
1.239,4.76,72.9,HIGH
1.112,7.43,56.7,MODERATE
1.014,7.75,46.7,LOW
0.999,7.67,58.5,LOW
1.121,5.09,57.2,HIGH
1.045,7.55,21.0,LOW
0.99,7.55,53.7,LOW
1.231,6.31,69.5,HIGH
0.978,7.05,32.6,LOW
1.039,8.84,25.3,LOW
1.108,7.2,73.0,MODERATE
1.102,5.74,60.0,HIGH
1.081,7.44,71.3,MODERATE
1.077,6.59,51.0,MODERATE
1.072,7.11,56.5,MODERATE
1.006,7.77,22.7,LOW
1.068,8.68,53.4,LOW
1.215,5.44,42.3,HIGH
1.1,6.43,65.4,MODERATE
1.07,6.11,39.3,MODERATE
1.059,7.18,33.7,MODERATE
0.976,7.26,21.6,LOW
1.024,7.5,24.6,LOW
1.171,4.66,49.1,HIGH
1.128,5.93,40.2,HIGH
1.219,4.87,81.2,HIGH
1.072,6.94,32.4,MODERATE
1.115,6.41,73.2,MODERATE
1.177,4.2,46.9,HIGH
1.106,6.67,58.2,MODERATE
1.092,6.66,48.9,MODERATE
1.042,7.07,52.8,MODERATE
1.05,8.02,24.3,LOW
1.054,8.49,24.0,LOW
1.059,6.35,55.2,MODERATE
1.039,6.8,59.0,MODERATE
0.969,8.69,24.3,LOW
1.059,6.28,34.3,MODERATE
1.003,7.94,43.7,LOW
1.177,4.54,40.7,HIGH
1.134,4.36,81.1,HIGH
1.076,7.11,71.4,MODERATE
1.0,7.15,42.7,LOW
1.178,6.22,43.0,HIGH
1.083,5.03,80.7,HIGH
1.187,6.09,79.1,HIGH
1.107,7.26,46.2,MODERATE
1.118,4.2,43.1,HIGH
0.984,7.15,34.5,LOW
1.083,4.75,45.6,HIGH
1.119,5.7,46.0,HIGH
1.034,6.98,71.9,MODERATE
1.018,7.15,40.9,LOW
1.056,6.98,42.8,MODERATE
1.011,7.92,32.3,LOW
1.229,5.51,77.7,HIGH
1.037,6.0,33.7,MODERATE
1.041,6.83,66.7,MODERATE
1.004,9.0,20.5,LOW
0.993,7.32,21.9,LOW
1.108,4.73,58.3,HIGH
0.995,8.01,49.7,LOW
1.146,5.19,68.5,HIGH
1.003,8.7,57.2,LOW
1.069,7.99,47.0,LOW
1.047,6.83,47.4,MODERATE
1.119,6.41,59.1,HIGH
0.957,8.75,51.9,LOW
1.215,4.82,87.7,HIGH
1.091,6.76,48.9,MODERATE
1.206,6.05,50.8,HIGH
1.112,7.38,52.1,MODERATE
0.972,7.9,26.2,LOW
1.109,5.48,71.4,HIGH
1.066,7.24,37.4,MODERATE
1.142,5.06,86.8,HIGH
1.074,6.05,67.6,MODERATE
1.068,9.0,22.0,LOW
1.22,5.14,58.6,HIGH
1.039,6.86,51.4,MODERATE
1.143,5.16,71.3,HIGH
1.054,6.76,34.3,MODERATE
1.221,4.42,57.2,HIGH
1.248,6.25,68.3,HIGH
1.102,6.44,43.7,MODERATE
1.147,5.5,86.5,HIGH
1.033,6.05,35.3,MODERATE
0.957,8.42,53.8,LOW
1.19,6.32,62.9,HIGH
0.979,7.82,53.7,LOW
1.116,7.29,61.1,MODERATE
0.96,7.81,42.8,LOW
1.081,6.16,51.6,HIGH
1.157,5.42,45.8,HIGH
1.029,8.41,58.7,LOW
1.055,6.23,64.6,MODERATE
0.997,7.76,28.8,LOW
1.066,7.01,26.7,LOW
1.13,5.71,58.6,HIGH
1.156,5.47,57.1,HIGH
1.057,7.33,54.8,MODERATE
1.222,6.1,66.4,HIGH
1.19,6.03,45.1,HIGH
1.104,5.1,77.9,HIGH
1.055,8.41,58.4,LOW
1.154,5.5,77.7,HIGH
1.041,7.41,56.0,LOW
0.991,7.65,54.3,LOW
1.059,7.66,45.1,LOW
1.109,6.31,46.8,HIGH
1.032,7.23,38.9,MODERATE
1.197,4.34,72.4,HIGH
1.223,4.68,72.1,HIGH
1.089,6.34,67.3,MODERATE
1.036,7.11,59.9,LOW
0.986,8.42,44.4,LOW
0.992,7.04,28.4,LOW
0.964,7.58,45.8,LOW
0.957,8.62,39.2,LOW
1.206,6.23,44.0,HIGH
1.09,6.71,62.0,MODERATE
0.961,8.79,58.4,LOW
1.1,7.23,42.7,MODERATE
1.028,8.04,41.8,LOW
1.145,6.07,59.6,HIGH
1.054,7.85,23.6,LOW
1.134,4.7,43.6,HIGH
1.068,7.04,62.7,MODERATE
1.215,5.09,50.5,HIGH
1.0,7.68,51.5,LOW
1.06,7.12,45.0,MODERATE
1.184,4.83,69.9,HIGH
1.044,6.64,42.8,MODERATE
1.036,7.41,58.8,LOW
1.082,5.24,82.7,HIGH
1.086,7.05,60.8,MODERATE
1.068,7.21,45.9,MODERATE
1.088,6.49,67.2,MODERATE
1.174,6.05,77.2,HIGH
1.151,5.84,60.5,HIGH
1.016,8.1,44.5,LOW
1.094,7.01,56.0,MODERATE
1.223,4.6,53.6,HIGH
1.004,8.58,43.3,LOW
1.136,4.41,64.1,HIGH
1.116,6.34,86.7,HIGH
1.058,6.04,74.1,MODERATE
1.06,6.68,31.9,MODERATE
1.225,4.19,51.3,HIGH
1.038,8.6,39.8,LOW
1.03,6.78,69.5,MODERATE
1.056,6.56,46.8,MODERATE
1.169,4.56,40.3,HIGH
1.046,6.47,47.4,MODERATE
1.062,6.27,37.2,MODERATE
1.097,6.17,58.3,MODERATE
1.171,4.46,62.8,HIGH
1.184,4.14,43.5,HIGH
1.072,6.73,68.7,MODERATE
1.075,7.31,49.4,MODERATE
1.095,4.24,40.3,HIGH
1.079,6.76,61.9,MODERATE
1.16,5.14,54.2,HIGH
1.169,5.73,55.4,HIGH
1.089,6.21,35.3,MODERATE
1.169,6.28,82.0,HIGH
1.075,7.2,66.6,MODERATE
1.065,6.62,65.0,MODERATE
1.085,5.91,41.0,HIGH
1.103,7.45,49.4,MODERATE
1.05,6.77,59.0,MODERATE
1.032,6.63,30.2,MODERATE
1.06,8.41,36.8,LOW
1.062,7.03,74.3,MODERATE
1.094,4.19,59.8,HIGH
0.973,7.53,21.5,LOW
1.101,6.62,59.7,MODERATE
1.068,8.03,53.7,LOW
1.141,4.3,44.1,HIGH
1.081,6.62,66.6,MODERATE
1.223,4.88,60.9,HIGH
1.031,8.52,20.7,LOW
1.006,7.11,33.6,LOW
1.004,8.81,40.2,LOW
1.115,4.02,47.9,HIGH
1.053,7.11,59.9,MODERATE
1.032,7.64,36.6,LOW
1.102,6.89,55.8,MODERATE
1.114,7.11,44.8,MODERATE
1.138,5.45,59.6,HIGH
1.11,6.67,43.7,MODERATE
0.988,7.1,48.7,LOW
1.104,7.26,66.5,MODERATE
1.05,6.79,54.0,MODERATE
1.035,7.25,46.7,LOW
0.993,7.88,26.5,LOW
1.026,7.19,22.4,LOW
0.983,7.98,46.5,LOW
1.07,6.93,65.0,MODERATE
1.097,6.36,52.5,HIGH
0.979,8.59,47.9,LOW
0.996,8.73,33.6,LOW
1.052,7.26,49.3,LOW
1.107,6.6,73.2,MODERATE
1.113,4.96,71.6,HIGH
1.098,5.4,59.3,HIGH
0.975,7.45,30.3,LOW
1.117,6.14,37.4,MODERATE
1.054,6.24,52.6,MODERATE
1.231,6.41,75.8,HIGH
1.07,6.76,44.3,MODERATE
1.072,6.19,66.5,MODERATE
1.221,6.22,73.5,HIGH
1.092,7.19,70.7,MODERATE
1.098,6.24,40.6,MODERATE
1.085,5.12,43.2,HIGH
1.078,7.12,66.7,MODERATE
1.124,4.15,53.5,HIGH
1.116,6.48,57.2,MODERATE
1.11,5.28,74.5,HIGH
1.212,4.64,54.3,HIGH
0.98,7.49,39.3,LOW
1.054,6.51,62.8,MODERATE
1.18,6.11,74.4,HIGH
1.06,8.83,22.7,LOW
1.026,7.58,57.3,LOW
1.048,7.57,57.6,LOW
0.97,8.85,52.9,LOW
1.027,7.46,47.2,LOW
1.041,8.27,43.5,LOW
0.983,8.92,55.6,LOW
1.047,7.69,44.1,LOW
0.964,8.79,38.0,LOW
1.099,6.84,48.2,MODERATE
1.142,5.61,66.5,HIGH
1.076,6.44,67.5,MODERATE
1.052,6.82,62.8,MODERATE
1.125,5.71,84.1,HIGH
1.182,4.12,76.8,HIGH
1.063,7.18,52.5,MODERATE
1.234,5.92,78.4,HIGH
1.057,7.42,57.5,MODERATE
0.976,8.79,28.8,LOW
0.983,8.88,49.1,LOW
0.991,8.71,58.0,LOW
1.068,6.79,31.4,MODERATE
1.186,5.1,73.9,HIGH
1.036,6.11,57.8,MODERATE
1.087,5.31,60.4,HIGH
1.093,6.75,30.9,MODERATE
1.105,4.19,67.2,HIGH
1.012,7.52,24.3,LOW
1.085,6.97,69.3,MODERATE
1.173,5.65,60.5,HIGH
0.994,8.18,50.4,LOW
1.071,7.44,37.9,MODERATE
0.966,8.37,30.8,LOW
1.05,7.06,48.2,MODERATE
1.217,4.06,42.0,HIGH
1.028,8.09,32.2,LOW
1.081,7.48,51.2,MODERATE
0.96,8.08,41.1,LOW
1.113,6.06,35.8,MODERATE
1.179,6.34,43.8,HIGH
1.089,4.28,55.1,HIGH
1.044,7.16,54.7,MODERATE
1.209,6.31,42.6,HIGH
1.235,5.7,40.4,HIGH
1.177,6.23,80.3,HIGH
1.047,7.97,31.8,LOW
0.956,8.08,54.0,LOW
1.042,6.06,45.3,MODERATE
1.168,4.85,53.7,HIGH
1.22,5.17,46.0,HIGH
0.971,7.97,52.1,LOW
1.072,7.45,62.3,MODERATE
1.032,8.14,48.7,LOW
1.189,5.33,59.4,HIGH
1.005,8.0,52.0,LOW
1.041,8.78,47.5,LOW
0.978,8.72,37.5,LOW
1.134,4.23,89.4,HIGH
1.046,7.28,71.2,MODERATE
1.244,6.08,49.4,HIGH
0.962,7.52,42.0,LOW
1.055,7.22,44.4,LOW
1.1,6.52,67.6,MODERATE
1.072,7.1,33.5,MODERATE
1.003,7.35,31.6,LOW
1.045,8.1,31.9,LOW
1.063,7.2,46.7,LOW
1.048,8.62,55.7,LOW
1.122,4.79,76.3,HIGH
1.115,6.88,60.4,MODERATE
1.078,6.0,69.6,MODERATE
1.045,7.45,51.4,MODERATE
1.09,4.37,43.7,HIGH
1.103,6.26,41.0,MODERATE
1.205,4.12,70.5,HIGH
1.065,7.35,40.3,MODERATE
0.96,7.51,26.1,LOW
1.069,6.35,62.6,MODERATE
1.152,5.37,79.7,HIGH
1.115,5.62,87.7,HIGH
1.019,7.68,31.2,LOW
1.191,4.23,51.0,HIGH
1.056,7.1,56.6,LOW
0.957,8.07,44.6,LOW
1.199,5.72,82.7,HIGH
1.129,4.66,53.0,HIGH
0.998,7.08,56.8,LOW
1.019,8.14,47.9,LOW
1.157,5.32,55.2,HIGH
1.048,8.09,27.0,LOW
1.053,8.5,39.2,LOW
1.113,6.4,44.4,HIGH
1.201,4.2,62.9,HIGH
0.991,7.75,41.2,LOW
1.103,7.49,47.8,MODERATE
0.955,7.4,26.8,LOW
1.145,4.5,76.2,HIGH
1.165,4.14,70.3,HIGH
1.103,7.07,47.2,MODERATE
1.097,6.83,51.6,MODERATE
1.095,7.38,30.7,MODERATE
1.11,6.67,73.6,MODERATE
1.227,6.37,55.1,HIGH
1.043,7.35,44.1,MODERATE
1.02,8.01,27.7,LOW
1.111,7.24,67.0,MODERATE
1.108,7.18,55.0,MODERATE
1.031,6.23,68.6,MODERATE
1.092,5.19,76.5,HIGH
1.039,8.22,33.5,LOW
0.971,7.66,29.0,LOW
1.112,5.16,44.4,HIGH
1.178,4.13,47.4,HIGH
1.098,6.31,55.8,MODERATE
1.003,7.08,48.0,LOW
1.102,6.2,64.6,MODERATE
1.04,6.1,47.8,MODERATE
1.113,6.21,71.6,MODERATE
1.096,6.26,65.5,MODERATE
1.205,4.68,42.8,HIGH
1.043,7.2,63.7,MODERATE
1.007,8.5,39.0,LOW
1.099,7.2,55.4,MODERATE
1.083,6.36,70.3,MODERATE
0.958,8.49,25.5,LOW
1.112,7.3,60.4,MODERATE
1.097,6.59,32.1,MODERATE
0.96,7.74,29.0,LOW
1.044,7.85,49.9,LOW
1.246,4.09,60.8,HIGH
1.054,7.15,51.1,MODERATE
0.994,7.95,21.2,LOW
0.988,7.67,24.7,LOW
1.071,7.44,67.0,MODERATE
0.965,8.4,54.3,LOW
1.088,6.8,73.1,MODERATE
0.983,8.87,49.9,LOW
1.208,5.35,76.5,HIGH
1.04,6.85,50.3,MODERATE
1.043,8.16,59.5,LOW
1.035,7.96,24.9,LOW
1.127,4.78,41.3,HIGH
1.002,8.36,27.3,LOW
1.187,4.4,41.2,HIGH
1.153,4.29,43.4,HIGH
1.076,6.31,57.0,MODERATE
1.063,8.52,26.9,LOW
1.065,7.23,35.3,LOW
1.101,6.68,40.6,MODERATE
0.983,8.51,42.1,LOW
1.01,7.73,54.7,LOW
1.101,7.13,51.1,MODERATE
1.034,6.29,44.6,MODERATE
1.015,8.45,55.5,LOW
1.176,5.98,82.7,HIGH
1.183,5.75,88.5,HIGH
1.022,8.3,52.5,LOW
1.051,8.95,39.7,LOW
1.033,6.08,31.3,MODERATE
1.025,7.6,54.6,LOW
1.081,6.99,53.8,MODERATE
1.165,4.61,45.6,HIGH
1.037,7.98,47.2,LOW
0.991,8.23,27.0,LOW
1.007,8.88,35.6,LOW
1.047,8.46,59.6,LOW
1.109,6.44,44.3,HIGH
1.104,5.6,83.8,HIGH
1.11,4.14,58.6,HIGH
1.028,7.33,31.1,LOW
1.095,5.13,87.5,HIGH
1.157,5.94,78.3,HIGH
1.09,6.8,54.6,MODERATE
1.092,4.37,56.7,HIGH
1.237,5.72,89.8,HIGH
0.994,8.52,25.0,LOW
1.091,6.74,54.2,MODERATE
1.069,7.0,43.2,MODERATE
1.095,6.06,32.6,MODERATE
1.211,5.83,86.6,HIGH
0.971,7.17,28.5,LOW
1.014,8.49,28.4,LOW
0.996,8.7,21.5,LOW
1.075,6.41,42.0,MODERATE
1.108,7.42,48.1,MODERATE
1.04,6.15,61.0,MODERATE
1.115,4.23,65.8,HIGH
0.972,8.81,37.9,LOW
1.029,7.85,38.3,LOW
1.039,6.51,61.8,MODERATE
1.012,8.28,39.8,LOW
1.012,8.54,52.6,LOW
1.053,6.64,32.9,MODERATE
0.993,7.97,31.9,LOW
1.092,6.8,61.2,MODERATE
1.203,6.36,45.5,HIGH
1.081,6.76,47.4,MODERATE
1.189,6.32,44.9,HIGH
1.233,4.33,52.0,HIGH
1.236,5.6,74.5,HIGH
1.218,4.29,69.9,HIGH
1.197,6.39,83.5,HIGH
1.046,8.7,38.8,LOW
0.972,8.98,48.8,LOW
1.028,8.65,46.7,LOW
1.082,6.41,58.5,MODERATE
1.038,8.97,43.3,LOW
0.973,8.99,47.1,LOW
1.053,7.22,57.6,LOW
1.114,6.42,48.7,HIGH
1.106,6.6,69.6,MODERATE
1.03,8.7,24.5,LOW
1.079,6.71,42.1,MODERATE
0.987,8.39,24.2,LOW
1.02,7.25,56.3,LOW
1.066,6.14,39.8,MODERATE
1.075,6.35,36.0,MODERATE
1.063,8.6,55.1,LOW
0.959,7.41,21.5,LOW
1.152,5.35,40.7,HIGH
1.077,6.95,40.1,MODERATE
1.156,4.74,62.4,HIGH
1.042,7.86,57.2,LOW
1.133,5.68,84.1,HIGH
1.081,6.84,45.1,MODERATE
1.094,6.12,61.8,HIGH
1.184,5.25,82.2,HIGH
1.02,7.46,36.0,LOW
1.051,6.03,40.7,MODERATE
1.087,4.82,71.2,HIGH
1.055,6.83,53.5,MODERATE
1.172,6.3,51.2,HIGH
1.008,8.99,50.7,LOW
1.106,6.49,54.3,MODERATE
1.039,8.57,43.0,LOW
1.145,4.86,51.7,HIGH
1.067,7.1,57.8,LOW
1.038,6.57,57.3,MODERATE
1.108,6.15,40.0,MODERATE
0.99,8.06,21.4,LOW
1.097,6.05,55.1,MODERATE
1.01,7.27,23.4,LOW
1.014,8.26,36.4,LOW
1.013,8.43,56.5,LOW
1.239,5.98,84.1,HIGH
1.164,5.73,66.8,HIGH
1.049,7.99,43.4,LOW
1.099,6.61,45.8,MODERATE
1.107,5.51,89.5,HIGH
1.041,6.29,39.9,MODERATE
1.163,4.52,80.7,HIGH
1.247,4.94,55.5,HIGH
0.951,8.46,45.9,LOW
1.032,6.32,38.0,MODERATE
0.958,8.6,58.1,LOW
1.229,5.68,53.3,HIGH
1.148,4.52,45.5,HIGH
1.226,4.04,76.6,HIGH
1.168,4.84,85.3,HIGH
1.053,6.13,39.1,MODERATE
1.058,7.92,25.6,LOW
1.092,5.67,44.4,HIGH
1.05,8.61,54.1,LOW
1.083,5.92,82.1,HIGH
1.097,4.43,57.4,HIGH
0.986,8.03,36.1,LOW
1.018,8.97,42.3,LOW
1.196,4.85,69.4,HIGH
1.007,8.22,54.6,LOW
1.064,7.44,57.7,MODERATE
1.108,7.48,60.1,MODERATE
0.994,8.18,43.3,LOW
1.076,7.46,37.6,MODERATE
1.148,5.76,68.8,HIGH
1.045,7.26,47.8,MODERATE
0.993,8.78,30.8,LOW
1.139,5.56,76.1,HIGH
1.011,7.19,50.2,LOW
1.179,4.18,74.5,HIGH
1.058,8.62,58.3,LOW
1.108,7.01,42.8,MODERATE
1.108,6.59,70.5,MODERATE
1.099,6.38,64.6,MODERATE
1.216,6.12,56.0,HIGH
1.012,8.81,46.0,LOW
1.07,7.15,65.8,MODERATE
1.127,5.41,80.0,HIGH
1.144,4.92,59.4,HIGH
1.089,6.9,50.4,MODERATE
1.099,6.81,72.5,MODERATE
1.028,7.82,29.4,LOW
1.207,4.9,61.2,HIGH
1.02,8.71,40.6,LOW
1.108,6.43,74.8,MODERATE
1.121,4.49,78.0,HIGH
1.053,7.4,40.6,MODERATE
1.213,5.01,58.7,HIGH
1.047,7.61,33.5,LOW
1.246,4.1,70.3,HIGH
1.067,6.86,54.4,MODERATE
1.134,6.17,78.7,HIGH
0.955,7.22,24.8,LOW
1.13,5.63,74.6,HIGH
1.113,6.69,71.7,MODERATE
0.981,8.29,46.1,LOW
1.19,5.2,79.4,HIGH
1.097,6.32,40.1,MODERATE
1.189,4.66,86.6,HIGH
1.103,5.46,46.4,HIGH
1.109,5.04,73.6,HIGH
1.124,5.42,74.9,HIGH
1.232,5.69,56.8,HIGH
1.11,7.46,31.9,MODERATE
1.064,8.29,52.0,LOW
1.086,7.02,58.2,MODERATE
1.053,7.49,40.0,MODERATE
1.053,6.96,65.1,MODERATE
1.11,7.19,42.4,MODERATE
0.964,8.04,50.6,LOW
1.198,4.18,43.2,HIGH
0.96,8.02,41.2,LOW
1.037,7.36,37.6,MODERATE
1.155,5.52,46.9,HIGH
1.069,6.39,65.6,MODERATE
1.213,5.34,72.6,HIGH
1.013,7.56,36.9,LOW
1.089,6.02,45.0,HIGH
1.078,6.28,37.2,MODERATE
1.059,7.15,51.0,LOW
1.039,7.08,47.5,LOW
1.128,5.25,42.7,HIGH
1.161,5.4,75.7,HIGH
1.115,7.04,33.5,MODERATE
1.026,7.26,21.6,LOW
1.175,4.33,73.2,HIGH
1.081,7.25,50.9,MODERATE
1.176,6.15,73.5,HIGH
1.055,7.79,40.4,LOW
1.063,7.29,72.8,MODERATE
1.141,4.52,87.6,HIGH
1.191,6.13,51.1,HIGH
1.065,7.1,50.8,MODERATE
1.12,6.42,46.8,MODERATE
1.002,7.47,35.3,LOW
1.015,9.0,44.3,LOW
1.241,4.09,52.4,HIGH
1.103,6.9,45.9,MODERATE
1.105,4.83,54.8,HIGH
1.071,7.07,71.6,MODERATE
0.991,7.34,58.3,LOW
0.99,8.56,29.7,LOW
1.246,5.35,55.6,HIGH
1.132,4.73,77.4,HIGH
1.057,8.06,38.4,LOW
1.126,5.95,64.4,HIGH
1.099,6.03,53.8,MODERATE
1.128,4.94,56.1,HIGH
1.049,7.33,38.1,MODERATE
1.01,8.08,37.1,LOW
1.148,4.04,66.9,HIGH
1.208,5.69,49.9,HIGH
0.982,7.11,27.3,LOW
1.151,4.18,84.4,HIGH
0.976,7.04,37.1,LOW
1.083,6.55,74.4,MODERATE
1.189,6.46,75.0,HIGH
1.12,6.3,62.4,MODERATE
0.98,8.9,59.3,LOW
1.062,6.3,55.3,MODERATE
1.067,8.14,47.0,LOW
1.151,4.27,64.3,HIGH
1.235,4.74,61.7,HIGH
0.976,7.8,21.4,LOW
0.951,8.65,55.0,LOW
1.111,7.24,54.8,MODERATE
1.062,7.57,56.4,LOW
1.19,6.49,47.3,HIGH
0.958,8.66,22.2,LOW
1.024,8.2,54.4,LOW
1.114,7.07,65.2,MODERATE
1.039,6.66,33.5,MODERATE
1.199,6.04,83.0,HIGH
1.112,5.09,88.3,HIGH
1.239,5.84,48.8,HIGH
1.041,8.2,42.9,LOW
1.09,6.82,73.1,MODERATE
1.083,4.0,70.3,HIGH
1.05,6.02,31.7,MODERATE
1.11,4.41,44.9,HIGH
1.19,6.15,44.9,HIGH
1.081,6.3,75.1,HIGH
1.011,8.82,43.1,LOW
0.969,8.05,44.1,LOW
1.098,6.82,54.9,MODERATE
1.129,5.09,52.0,HIGH
1.044,8.81,27.0,LOW
0.992,8.92,31.0,LOW
1.102,6.14,68.2,MODERATE
1.08,4.53,64.0,HIGH
1.129,4.03,41.5,HIGH
0.969,8.33,41.0,LOW
1.09,5.4,57.2,HIGH
1.039,7.38,48.2,LOW
1.222,5.2,49.6,HIGH
1.051,7.66,53.9,LOW
1.093,6.22,71.0,HIGH
1.105,7.13,32.4,MODERATE
1.152,4.11,59.1,HIGH
1.107,7.2,46.8,MODERATE
1.236,5.17,85.7,HIGH
1.044,7.13,47.1,MODERATE
1.103,6.66,62.5,MODERATE
1.156,4.25,49.8,HIGH
0.988,7.09,40.8,LOW
1.104,6.3,34.9,MODERATE
1.119,6.66,58.9,MODERATE
1.086,4.22,71.0,HIGH
0.988,8.28,50.7,LOW
1.145,4.23,84.2,HIGH
1.056,6.2,57.4,MODERATE
1.152,4.49,61.1,HIGH
1.036,6.19,40.5,MODERATE
1.058,6.86,38.3,MODERATE
1.021,8.76,24.9,LOW
1.11,6.39,35.3,MODERATE
1.038,8.58,39.2,LOW
1.061,8.5,45.3,LOW
1.244,5.9,46.8,HIGH
1.071,6.06,72.4,MODERATE
1.065,6.91,64.1,MODERATE
1.067,7.09,64.3,MODERATE
1.124,6.49,84.4,HIGH
1.049,8.61,58.3,LOW
1.158,5.11,59.1,HIGH
1.051,6.46,73.6,MODERATE
1.198,5.33,47.7,HIGH
1.037,7.8,52.0,LOW
0.988,8.79,24.8,LOW
1.222,6.07,55.5,HIGH
1.074,6.35,66.1,MODERATE
1.033,6.12,55.9,MODERATE
1.147,6.5,69.4,HIGH
1.06,7.24,39.2,LOW
1.107,6.45,46.2,MODERATE
1.051,6.5,68.0,MODERATE
1.2,4.09,84.8,HIGH
1.229,4.41,58.4,HIGH
1.12,6.01,58.4,MODERATE
1.097,5.76,62.1,HIGH
1.117,6.85,71.9,MODERATE
1.086,7.44,46.4,MODERATE
1.04,8.92,56.1,LOW
1.085,6.76,47.9,MODERATE
1.09,5.43,51.2,HIGH
1.042,6.8,41.5,MODERATE
1.115,6.9,52.3,MODERATE
1.116,7.06,55.4,MODERATE
0.958,8.56,41.6,LOW
1.114,7.16,72.4,MODERATE
1.034,7.15,60.8,MODERATE
1.161,4.94,61.5,HIGH
1.052,6.41,34.1,MODERATE
1.117,5.86,40.3,HIGH
1.038,7.58,41.7,LOW
1.055,8.78,47.8,LOW
0.963,7.17,38.6,LOW
1.216,4.31,42.7,HIGH
1.105,5.08,73.1,HIGH
1.014,7.29,31.3,LOW
1.041,7.75,57.4,LOW
0.956,7.06,50.1,LOW
1.008,8.81,39.7,LOW
1.242,4.28,75.0,HIGH
1.04,6.42,58.0,MODERATE
1.076,6.9,51.2,MODERATE
1.079,6.71,65.3,MODERATE
1.077,7.22,55.7,MODERATE
1.219,4.23,44.7,HIGH
1.145,5.6,85.7,HIGH
1.085,5.15,69.4,HIGH
0.987,8.47,24.8,LOW
1.033,8.9,31.4,LOW
1.163,6.21,69.1,HIGH
1.075,6.69,69.2,MODERATE
1.227,5.7,69.8,HIGH
1.095,6.45,65.4,HIGH
1.2,4.75,53.4,HIGH
1.098,5.71,86.4,HIGH
0.991,7.45,33.9,LOW
1.097,5.56,50.4,HIGH
1.141,4.93,86.7,HIGH
1.234,4.65,48.4,HIGH
1.069,7.35,73.7,MODERATE
1.235,4.5,45.2,HIGH
1.052,7.18,26.1,LOW
1.067,6.06,42.4,MODERATE
1.151,4.43,44.6,HIGH
1.206,5.61,60.6,HIGH
1.082,6.7,54.1,MODERATE
1.104,6.05,57.2,MODERATE
1.13,4.03,87.0,HIGH
1.178,5.13,43.2,HIGH
1.233,4.49,81.0,HIGH
1.061,8.74,40.4,LOW
1.068,6.11,34.6,MODERATE
1.104,7.13,44.9,MODERATE
1.034,7.52,41.9,LOW
1.041,7.35,33.6,MODERATE
1.05,7.53,29.9,LOW
1.06,7.44,32.9,MODERATE
1.133,4.24,64.5,HIGH
1.188,6.08,55.7,HIGH
1.173,5.51,63.0,HIGH
1.154,4.71,46.1,HIGH
1.066,7.05,56.7,LOW
1.073,6.97,45.3,MODERATE
1.046,8.44,55.6,LOW
1.032,6.66,41.4,MODERATE
1.147,4.48,84.2,HIGH
1.071,7.06,70.7,MODERATE
1.028,7.14,45.0,LOW
1.119,6.9,62.4,MODERATE
1.049,6.81,40.1,MODERATE
1.101,4.28,45.6,HIGH
1.094,7.33,74.3,MODERATE
1.039,7.71,40.9,LOW
1.218,4.05,50.5,HIGH
1.086,7.48,59.3,MODERATE
1.178,4.66,82.9,HIGH
1.097,6.02,61.8,HIGH
1.043,7.26,59.8,LOW
1.033,6.82,52.1,MODERATE
